Product Category,Product Name,Units Sold,Returns,Revenue,Customer Rating,Stock Level,Season,Trend Score
Accessories,Zara White Accessories L,471,80,26285,3.6,596,Summer,63.04
Outerwear,H&M White Outerwear XL,136,21,14323.53,4.4,171,Summer,18.1
Accessories,Zara Red Accessories XS,262,2,25928.31,4.9,88,Winter,53.11
Shoes,Zara Grey Shoes XS,171,16,14143.9,3.5,622,Summer,16.58
Jeans,Nike White Jeans M,125,2,21254.9,3.5,74,Autumn,14.38
Shoes,Prada Yellow Shoes S,71,5,4080.99,3.6,819,Summer,12.77
Tops,Prada White Tops S,337,46,26174.5,3.3,77,Autumn,104.84
Activewear,Prada Green Activewear L,122,0,1645.88,3.9,104,Winter,11.63
Activewear,H&M Green Activewear XS,441,30,71267.74,4.1,625,Summer,58.47
Shoes,Prada Black Shoes XS,339,30,60869.5,5,125,Summer,112.69
Shoes,Adidas White Shoes XL,218,28,8881.83,3.9,700,Summer,199.19
Tops,Levi's Pink Tops XS,81,9,4125.9,4.6,224,Spring,7.33
Dresses,H&M Red Dresses M,244,43,31372.08,4.7,350,Summer,19.19
Activewear,Zara Yellow Activewear XS,392,25,70760.04,4.2,337,Spring,53.99
Activewear,Gucci White Activewear XL,26,5,1449.45,3.7,76,Autumn,2.06
Outerwear,Prada Yellow Outerwear XL,440,57,50142.1,4.2,878,Summer,156.63
Activewear,H&M Red Activewear M,124,20,15308.44,4.7,526,Spring,448.44
Tops,H&M Black Tops L,246,6,28997.84,3.5,262,Spring,87.68
Outerwear,Uniqlo White Outerwear L,70,8,11646.08,4.1,608,Autumn,7.57
Accessories,Levi's Black Accessories L,397,67,77999.09,3.2,6,Autumn,54.86
Jeans,Gucci Blue Jeans XL,221,16,35681.95,3.6,675,Winter,23.69
Activewear,Adidas Grey Activewear XS,234,12,5109.19,4.4,924,Autumn,232.02
Shoes,Zara Red Shoes M,310,37,35862,5,737,Autumn,28.83
Jeans,Prada Black Jeans L,188,28,6655.46,5,316,Summer,26.47
Dresses,Uniqlo Green Dresses L,464,29,81142.89,4.5,115,Summer,74.29
Shoes,Adidas Grey Shoes XL,266,42,40381.66,4.9,537,Summer,60.34
Tops,Prada Grey Tops S,33,4,1551.91,3.7,213,Spring,2.25
Activewear,Levi's Yellow Activewear XL,96,6,7491.77,4.3,361,Summer,14.16
Jeans,Gucci Black Jeans M,458,21,11199.91,3,120,Spring,128.28
Tops,Levi's Yellow Tops XS,187,18,34680.26,3.2,278,Spring,17.1
Outerwear,H&M Pink Outerwear L,147,22,22188.96,4.7,668,Spring,12.01
Jeans,Adidas Yellow Jeans XL,144,15,13448.46,4.4,17,Spring,18.37
Jeans,Uniqlo Grey Jeans XS,213,12,40590.56,3.5,86,Autumn,37.88
Shoes,Levi's Blue Shoes XL,329,12,52847,3.5,658,Winter,29.04
Shoes,Levi's Black Shoes XL,390,41,35964.29,5,177,Summer,42.53
Outerwear,Gucci Yellow Outerwear S,188,31,27219.45,3.8,539,Summer,29.37
Accessories,Gucci Pink Accessories XL,57,2,4279.93,3.6,531,Winter,4.03
Jeans,Levi's Black Jeans XS,496,0,74368.47,3.1,649,Spring,62.99
Activewear,Gucci Green Activewear L,47,0,5605.83,4.9,862,Winter,7.55
Tops,Prada Green Tops M,377,20,72526.69,3,654,Spring,232.83
Dresses,Nike Red Dresses XS,136,3,26894.51,4.5,206,Spring,47.5
Dresses,Zara Blue Dresses L,425,70,48811.12,3.9,528,Autumn,764.92
Accessories,Nike Green Accessories M,421,2,77318.88,4.8,452,Spring,63.71
Outerwear,Levi's Green Outerwear S,127,9,20985.38,3.2,863,Spring,17.43
Tops,Levi's Blue Tops S,76,12,14453.39,4,27,Summer,34.32
Outerwear,Nike Black Outerwear M,483,71,93598.5,4.3,365,Winter,51.23
Accessories,Zara Black Accessories L,403,68,50503.68,3.4,552,Autumn,50.98
Dresses,Uniqlo Black Dresses S,26,1,775.06,4.3,268,Spring,18.07
Outerwear,Zara White Outerwear XL,340,26,61912.61,4.6,91,Autumn,70.87
Activewear,Gucci White Activewear M,28,5,4432.4,3.3,472,Winter,3.44
Activewear,Uniqlo White Activewear M,343,25,15832.5,3.5,12,Spring,28.61
Shoes,Gucci Grey Shoes S,278,29,40625.89,4.5,18,Spring,38.77
Tops,Prada Blue Tops M,251,6,28023.21,3.4,554,Summer,28.96
Jeans,Gucci Green Jeans L,345,8,34634.06,4.8,662,Winter,213.97
Jeans,Nike Pink Jeans L,491,0,76792.08,4.4,195,Autumn,141.76
Shoes,H&M Green Shoes S,363,25,5531.34,3.5,524,Autumn,25.35
Shoes,H&M Black Shoes XL,246,2,37325.1,4.6,260,Spring,50.29
Dresses,Prada Red Dresses M,211,20,10189.53,4.8,548,Autumn,26.52
Dresses,Nike Pink Dresses L,106,8,19202.3,4.8,868,Winter,9.38
Activewear,Zara Yellow Activewear M,245,49,48261.82,3.7,781,Summer,23.54
Jeans,Adidas Blue Jeans S,421,13,55735.28,4.9,66,Spring,193.35
Dresses,Uniqlo Green Dresses XS,113,21,15539.12,4.5,286,Winter,21.17
Dresses,Prada Black Dresses XL,423,6,34273.51,4.5,743,Summer,56.52
Dresses,Gucci Red Dresses L,76,8,4915.45,4.8,784,Spring,12.65
Jeans,Zara Blue Jeans XS,337,2,37250.1,3,764,Spring,24.78
Outerwear,Levi's Pink Outerwear XS,32,2,1186.9,4.3,987,Autumn,3.23
Jeans,H&M Grey Jeans XL,42,5,8068.03,3.3,841,Winter,3.97
Dresses,Prada Red Dresses XL,26,1,2312.32,4.3,123,Winter,12.87
Jeans,H&M Pink Jeans XS,225,32,13320.23,4.7,233,Spring,66.41
Tops,Adidas Green Tops XS,361,10,23244.08,4.5,554,Spring,71.47
Tops,Gucci Green Tops XS,73,8,13875.98,3.7,848,Autumn,4.88
Tops,Prada Yellow Tops L,241,28,22035.92,4.8,790,Spring,57.05
Outerwear,Adidas Black Outerwear S,484,25,59709.07,4.9,271,Autumn,291.33
Outerwear,Zara Red Outerwear S,116,5,3160.33,4.8,391,Winter,28.19
Tops,Uniqlo Blue Tops S,328,44,43565.25,4.8,43,Autumn,41.4
Outerwear,Adidas Black Outerwear S,302,58,29378.94,3.2,429,Autumn,17.68
Activewear,Nike Red Activewear L,171,32,11585.02,4.5,44,Winter,13.02
Outerwear,Adidas Grey Outerwear XL,181,35,9600,3.6,533,Summer,145.6
Activewear,Nike White Activewear L,88,15,5766.38,3.8,913,Autumn,8.2
Shoes,Nike Blue Shoes M,182,9,4380.85,4.1,839,Summer,15
Accessories,H&M Green Accessories L,223,14,42894.16,4.9,304,Summer,20.1
Tops,Uniqlo Black Tops XL,279,46,37612.98,3.3,185,Autumn,496.06
Outerwear,Adidas Pink Outerwear L,495,19,7260.8,4.9,634,Autumn,47.48
Activewear,Uniqlo Blue Activewear XS,150,20,24706.56,4,259,Winter,16.19
Shoes,Nike Yellow Shoes M,252,50,41166.86,3.2,807,Winter,20.91
Activewear,Adidas Grey Activewear M,167,29,32959.89,3.6,775,Winter,25.88
Dresses,Prada Pink Dresses XL,141,20,15909.58,3.6,785,Spring,16.74
Outerwear,Prada Yellow Outerwear XL,486,67,41133.37,4.8,918,Summer,48.47
Dresses,H&M Grey Dresses XL,477,30,33183.48,3.5,280,Autumn,111.27
Shoes,Levi's Green Shoes L,486,79,17979.42,4.2,772,Autumn,249.91
Shoes,Gucci Blue Shoes L,341,52,64723.6,3.3,894,Spring,72.69
Activewear,Prada Grey Activewear XL,259,18,26481.95,4.1,993,Autumn,98.03
Shoes,Prada Grey Shoes XS,350,9,30552.62,4.1,970,Winter,78.32
Jeans,Gucci Red Jeans XL,132,15,6311.93,4.7,984,Winter,24.97
Activewear,Levi's White Activewear M,282,26,21846.97,3.4,719,Spring,41.11
Shoes,Levi's Grey Shoes XL,279,29,7358.33,4.8,717,Summer,86.58
Tops,Zara Blue Tops M,399,28,53017.16,4.8,426,Spring,91.65
Outerwear,Prada Grey Outerwear S,360,18,39611.57,4.1,263,Winter,1188.31
Activewear,Uniqlo Blue Activewear XL,411,12,18988.99,4.1,750,Spring,38.69
Outerwear,Levi's Black Outerwear M,319,24,54788.52,5,907,Winter,42.72
Accessories,Adidas Grey Accessories S,353,41,58814.21,4.1,7,Summer,29.7
Tops,Prada Blue Tops XS,61,4,7809.9,3.7,928,Summer,6.35
Shoes,H&M Yellow Shoes L,225,37,32924.45,3.7,972,Spring,51.07
Jeans,Prada White Jeans XS,99,4,13697.91,4.6,307,Spring,23.12
Outerwear,Prada Grey Outerwear XS,76,7,4316.63,3.5,400,Winter,4.78
Shoes,Zara Black Shoes L,72,0,1179.43,4.8,467,Autumn,22.9
Jeans,H&M Blue Jeans L,403,21,17299.72,3.3,599,Autumn,881.54
Outerwear,Adidas Grey Outerwear S,318,55,7008.73,4.4,139,Autumn,168.2
Tops,Zara Pink Tops XL,23,1,816.11,4.7,448,Summer,3.55
Dresses,Uniqlo Blue Dresses L,366,16,5762.29,4.7,187,Summer,298.55
Jeans,H&M Green Jeans XS,161,19,3415.18,3.5,607,Summer,12.11
Shoes,Nike Yellow Shoes XS,309,24,25478.34,3.8,274,Winter,34.68
Activewear,Nike Green Activewear S,172,9,17113.93,3.3,262,Summer,218.66
Activewear,Uniqlo Grey Activewear S,262,51,36683.76,3.4,588,Spring,52.4
Outerwear,Adidas Green Outerwear S,215,8,18120.17,3.6,76,Autumn,18.38
Activewear,Uniqlo Black Activewear L,124,10,5015.78,4.4,973,Summer,11.05
Jeans,Zara Yellow Jeans M,405,8,65446.22,4.5,229,Summer,135.65
Accessories,Adidas Yellow Accessories XL,235,23,33776.27,4.2,53,Winter,72.75
Tops,Adidas Blue Tops S,500,31,84856.37,4.9,991,Autumn,158.16
Shoes,Prada Green Shoes XS,412,72,16666.99,4.4,530,Spring,79.49
Dresses,Nike Black Dresses L,415,63,59127.85,3.8,478,Spring,200.54
Dresses,Prada Yellow Dresses S,101,19,19147.46,3.4,529,Summer,32.46
Tops,Levi's Pink Tops L,479,16,53000.51,4.7,279,Winter,116.06
Tops,Adidas Yellow Tops XL,352,16,27326.65,4.6,614,Summer,67.52
Activewear,Gucci Green Activewear L,146,4,5899.12,4.8,52,Summer,46.4
Dresses,Prada Green Dresses XL,336,4,59706.15,4.3,286,Summer,174.1
Tops,Uniqlo Green Tops S,127,1,10536.73,3.2,871,Winter,25.85
Jeans,Uniqlo Grey Jeans L,124,18,4846.71,4.6,400,Winter,17.71
Accessories,Zara Green Accessories S,114,14,15874.73,4,664,Winter,12.1
Tops,Gucci Grey Tops M,221,25,44169.04,4.3,560,Spring,34.3
Tops,Levi's Black Tops XL,34,5,3998.56,3.8,528,Autumn,2.51
Tops,Zara Black Tops S,214,25,12291.03,4.9,743,Spring,51.74
Accessories,Prada Black Accessories M,323,17,16518.9,4.1,23,Spring,26.59
Activewear,Gucci Black Activewear M,62,11,3212.74,3.1,851,Winter,6.77
Activewear,Zara Grey Activewear XL,187,3,4532.15,4.2,834,Spring,101.02
Dresses,Levi's Green Dresses M,67,13,11912.35,4.8,555,Spring,7.22
Dresses,Zara Green Dresses XS,177,21,7002.48,3.8,646,Spring,82.56
Shoes,H&M Pink Shoes M,14,0,2648.04,3.1,88,Summer,0.93
Outerwear,H&M Blue Outerwear S,106,9,16365.29,4.3,744,Spring,14.65
Shoes,Zara Blue Shoes L,487,10,95478.72,3.3,705,Summer,49.41
Jeans,Nike Yellow Jeans L,105,14,5240.9,4.3,577,Summer,8.5
Dresses,Gucci Yellow Dresses M,100,18,19940.24,4.4,34,Winter,65.01
Dresses,Adidas Black Dresses M,295,30,28103.59,3.9,949,Spring,27.83
Jeans,Gucci Black Jeans S,463,17,21121.96,3.7,36,Autumn,83.47
Shoes,Adidas Yellow Shoes M,154,4,13053.98,4.9,806,Autumn,65.39
Outerwear,Uniqlo Yellow Outerwear M,474,1,21518.86,3.1,754,Autumn,37.23
Outerwear,Nike Yellow Outerwear M,415,62,75122.31,3.1,76,Summer,22.85
Tops,H&M Black Tops M,318,43,45843.31,3.4,643,Winter,21.59
Outerwear,Nike Black Outerwear L,367,19,47904.01,4.3,360,Summer,58.43
Shoes,Levi's Black Shoes L,428,59,24110.52,3.9,5,Spring,193.95
Tops,H&M White Tops XS,268,22,46865.21,4.1,27,Winter,27.86
Accessories,Uniqlo White Accessories L,55,1,670.79,3.6,783,Autumn,15.18
Shoes,Zara Black Shoes S,231,24,44842.19,4.2,365,Winter,201.72
Tops,H&M Blue Tops XS,101,1,18180.95,3.2,871,Autumn,11.93
Jeans,Levi's Blue Jeans XL,160,22,27410.03,4.6,54,Summer,18.44
Jeans,Prada Pink Jeans L,356,12,10092.12,4.8,673,Spring,80.59
Dresses,Uniqlo Grey Dresses XL,389,66,64203.75,4.1,511,Spring,33.53
Activewear,Zara Yellow Activewear XS,320,24,23258.75,3.1,94,Summer,39.23
Accessories,H&M Yellow Accessories S,31,2,1707.46,4.5,114,Summer,2.65
Jeans,Levi's Pink Jeans XL,19,2,2670.55,5,677,Spring,2.11
Dresses,Adidas Grey Dresses S,285,0,46993.14,4.1,661,Autumn,45.38
Outerwear,Nike White Outerwear L,76,9,8244.78,3.6,599,Summer,10.87
Jeans,Prada Pink Jeans XL,339,60,62873.28,4.5,57,Winter,34.97
Activewear,H&M Red Activewear XS,321,40,17158.8,4.7,779,Winter,48.29
Shoes,Uniqlo Grey Shoes S,481,70,55900.17,3.6,808,Summer,181.99
Dresses,Adidas White Dresses XL,49,7,7754.99,3.5,865,Spring,10.25
Dresses,Nike Black Dresses XL,80,10,2149.95,4.3,508,Autumn,14.07
Dresses,Nike Grey Dresses XL,457,52,46121.04,3,686,Spring,43.01
Dresses,Uniqlo Grey Dresses XL,265,40,35853.8,3.3,260,Autumn,608.61
Accessories,Prada Blue Accessories L,44,5,3218.36,3.2,845,Autumn,3.01
Dresses,Zara Black Dresses L,41,5,7329.89,3.9,807,Winter,6.62
Activewear,Levi's Red Activewear M,449,38,66800.1,4.4,393,Winter,38.35
Shoes,Prada Yellow Shoes XS,347,24,13319.47,4.9,751,Winter,40.2
Shoes,Uniqlo Yellow Shoes L,34,1,652.1,3.1,475,Spring,7.85
Dresses,Uniqlo White Dresses L,217,18,40628.39,4,120,Winter,147.96
Tops,Levi's Black Tops S,329,25,24874.86,4.4,159,Summer,28.56
Tops,Adidas Black Tops S,472,79,12094.47,4,937,Winter,161.4
Dresses,Zara White Dresses L,109,16,11965.26,3.1,691,Summer,14.95
Dresses,Uniqlo Blue Dresses S,35,7,2013.11,4,292,Summer,2.37
Tops,H&M Red Tops M,446,23,57698.95,4.9,278,Spring,57.27
Accessories,Zara Black Accessories XS,305,41,44324.34,4.5,88,Winter,37.29
Activewear,Zara Blue Activewear XS,125,21,15974.97,3.1,369,Autumn,6.78
Shoes,Uniqlo Red Shoes S,355,25,49519.54,3.6,880,Spring,105.79
Jeans,Adidas Grey Jeans XS,122,1,16510.49,3.1,674,Summer,67.22
Outerwear,Uniqlo Black Outerwear XL,149,29,2588.13,3.3,853,Winter,9.67
Dresses,Levi's Green Dresses XL,456,28,43693.52,4.7,324,Summer,45.98
Activewear,Zara Blue Activewear XL,189,24,6913.07,3.9,14,Winter,14.74
Outerwear,H&M Pink Outerwear S,444,32,43774.06,4.3,951,Winter,51.68
Jeans,Gucci White Jeans XS,78,15,12782.69,4.4,724,Spring,8.54
Activewear,Levi's Green Activewear M,408,35,76694.21,3.2,892,Summer,62.07
Shoes,Levi's Green Shoes S,174,32,9571.55,3.8,823,Spring,10.71
Shoes,Nike Green Shoes XS,334,42,35662.39,4.2,950,Summer,39.17
Dresses,H&M Black Dresses XS,229,39,34472.34,4.2,748,Winter,18.55
Dresses,Zara Yellow Dresses L,96,4,14870.7,4.6,659,Autumn,11.66
Tops,Gucci Black Tops M,170,1,24448.08,3.8,190,Spring,12.88
Accessories,Prada Black Accessories XL,388,14,58193.31,5,649,Autumn,109.36
Jeans,Adidas Red Jeans L,53,10,8990.45,4.4,112,Autumn,11.08
Shoes,Zara Grey Shoes L,254,16,35825.94,3.9,141,Winter,31.4
Jeans,Gucci Grey Jeans XL,97,13,8905.79,3.1,482,Autumn,56.73
Jeans,Zara Blue Jeans XL,357,3,62258.72,3.7,811,Summer,28.2
Tops,Prada Black Tops XL,261,38,41840.95,4.5,135,Autumn,27.61
Accessories,H&M Pink Accessories L,179,23,30032.47,3.7,766,Spring,13.93
Tops,Adidas White Tops L,71,6,9199.44,4.9,670,Winter,13.88
Tops,Prada White Tops S,310,55,61511.84,4.9,443,Summer,624.75
Dresses,Levi's Yellow Dresses L,300,9,59439.36,4.5,737,Winter,32.68
Accessories,Zara Black Accessories S,256,23,47482.96,4.8,987,Summer,60.62
Accessories,Adidas Blue Accessories XL,66,13,5041.54,4.8,933,Spring,6.08
Outerwear,Levi's White Outerwear XL,264,29,42154.16,3.2,948,Spring,22.88
Jeans,Nike White Jeans XS,405,48,25306.23,4.3,506,Spring,953.48
Jeans,Adidas Grey Jeans M,128,9,23311.11,4.4,282,Winter,15.23
Outerwear,Nike Black Outerwear M,313,20,52916.62,3.3,685,Summer,35.97
Dresses,Gucci Green Dresses M,269,41,45812.14,4.4,976,Spring,281.8
Dresses,Levi's White Dresses M,12,0,197.94,3.8,158,Autumn,2.88
Accessories,Prada Grey Accessories XS,401,3,4879.4,3.2,640,Spring,640
Jeans,Adidas Grey Jeans XL,273,14,53943.9,3.5,435,Winter,32.33
Dresses,Nike White Dresses L,367,47,51189.48,3.4,500,Autumn,44.32
Jeans,H&M Pink Jeans XL,334,62,47292.63,3.7,111,Spring,50.67
Jeans,Zara Yellow Jeans M,18,1,1187.77,3.2,771,Autumn,1.07
Accessories,Gucci Green Accessories XS,358,42,47289.66,3.6,911,Summer,23.17
Activewear,Prada Blue Activewear M,459,55,19036.47,3.9,864,Winter,35.01
Activewear,Adidas Pink Activewear M,214,38,2873.77,4.8,996,Spring,424.52
Tops,Uniqlo Black Tops L,373,61,32215.82,3.7,780,Autumn,24.45
Jeans,H&M White Jeans M,363,51,27014.6,4.8,107,Autumn,75.83
Shoes,H&M White Shoes XS,441,86,44319.46,3.9,231,Winter,30.74
Tops,Uniqlo Black Tops M,154,10,21057.27,3.8,359,Winter,24.94
Jeans,Prada Green Jeans XL,21,4,1654.16,4.7,286,Spring,18.33
Shoes,Gucci Black Shoes L,272,15,12484.24,3.6,965,Autumn,20.29
Jeans,Prada Yellow Jeans L,279,10,20645.01,3.8,219,Spring,20.3
Accessories,Levi's Red Accessories L,12,1,2333.1,4.4,575,Winter,1.34
Dresses,H&M Green Dresses S,276,51,42865.14,3.6,34,Spring,24.49
Tops,Nike Green Tops S,409,55,28922.45,4.8,954,Winter,153.08
Shoes,Uniqlo Grey Shoes XS,343,63,68370.65,4.2,581,Autumn,50.93
Outerwear,Uniqlo White Outerwear XS,60,7,3957.7,4.6,105,Summer,22.39
Outerwear,Levi's Black Outerwear XL,460,5,56989.13,3.6,120,Summer,35.96
Dresses,Gucci Yellow Dresses S,492,41,76758.26,3.7,904,Winter,44.43
Tops,Levi's White Tops S,120,7,22771.1,3.8,340,Autumn,101.27
Activewear,H&M Green Activewear XS,161,12,14775.4,4.8,9,Spring,136.75
Activewear,Prada Blue Activewear XS,76,8,13385.49,3.1,186,Summer,5.7
Activewear,Nike Blue Activewear S,311,56,50067.41,4.6,565,Autumn,167.33
Activewear,H&M Yellow Activewear XL,418,53,33329.98,4.8,970,Summer,361.24
Accessories,Prada White Accessories XS,346,57,20959.06,4.7,528,Summer,50.49
Accessories,H&M Black Accessories M,369,40,69170.03,3.7,418,Autumn,33.45
Shoes,Levi's Green Shoes L,45,4,6890.07,4.5,418,Summer,45.56
Dresses,Adidas Blue Dresses S,496,21,77825.71,3.2,365,Summer,48.39
Activewear,Gucci White Activewear XL,331,59,39895,4.1,841,Winter,260.56
Shoes,Adidas Yellow Shoes XS,30,4,3958.07,3.1,104,Winter,1.94
Activewear,Uniqlo Pink Activewear XS,80,14,3363.76,4.3,892,Summer,45.63
Activewear,Prada White Activewear L,279,42,35010.73,4.1,153,Spring,31.45
Dresses,H&M Green Dresses S,354,48,11524.89,4.6,246,Spring,33.18
Outerwear,Nike Blue Outerwear L,158,29,11489.67,4.9,31,Summer,30.22
Tops,Nike White Tops S,289,34,11025.78,4.2,344,Autumn,242.86
Activewear,Zara Grey Activewear XL,167,16,15751.34,4.8,825,Spring,26.52
Shoes,Gucci White Shoes L,499,57,17454.07,4.2,710,Winter,82.84
Dresses,Prada Pink Dresses XL,391,33,29879.66,4.6,882,Summer,35.62
Accessories,Uniqlo Pink Accessories S,192,6,21897.53,3.5,530,Spring,59.18
Activewear,H&M Black Activewear XL,44,7,7190.09,4.7,529,Spring,14.49
Accessories,Levi's Green Accessories XS,174,19,26933.14,4,729,Spring,37.78
Dresses,Zara Yellow Dresses L,286,20,52418.38,3.3,610,Autumn,91.53
Activewear,Nike Yellow Activewear XL,23,4,501.11,4.6,62,Autumn,4.08
Dresses,Adidas Red Dresses M,371,38,62280.9,4.2,325,Summer,28.08
Dresses,Zara Grey Dresses XS,384,14,16374.51,4.6,223,Autumn,33.85
Shoes,Adidas Red Shoes XL,28,0,5182.49,4.6,154,Spring,3.69
Outerwear,Uniqlo Blue Outerwear XS,451,27,8872.57,3.9,348,Autumn,114.67
Tops,Nike Green Tops S,421,81,65983.01,3,355,Autumn,52.23
Activewear,Uniqlo Black Activewear S,160,32,30002.87,3.8,323,Autumn,19.08
Dresses,Nike Grey Dresses XS,255,49,32845.76,3.5,407,Summer,24.91
Dresses,H&M Black Dresses S,212,7,4136.23,3,500,Autumn,112.23
Outerwear,Prada Blue Outerwear XL,66,7,7992.14,3.8,374,Spring,31.01
Accessories,Prada Black Accessories XS,161,22,8269.8,3.1,993,Autumn,10.16
Jeans,Nike Red Jeans L,38,2,2908.07,4.5,996,Winter,20.8
Outerwear,Zara Grey Outerwear S,353,60,43637.97,4,550,Summer,57.34
Accessories,Levi's Black Accessories M,267,11,7695.59,4.8,592,Autumn,39.06
Dresses,Gucci Blue Dresses XS,209,26,35342.02,3.9,136,Winter,37.9
Outerwear,Prada Pink Outerwear XS,213,35,17792.4,4.4,542,Autumn,22.12
Tops,H&M Grey Tops M,193,5,21016.11,3.7,525,Winter,65.5
Tops,Levi's White Tops XL,44,4,981.42,4.8,32,Autumn,4.59
Activewear,Prada Yellow Activewear M,32,4,3665.27,3.1,671,Summer,10.55
Shoes,Gucci Green Shoes S,450,27,6886.28,3.1,257,Winter,35.94
Dresses,Uniqlo Black Dresses XL,137,18,22453.49,4.8,934,Summer,18.69
Shoes,Zara Black Shoes M,254,31,28243.4,3.7,814,Autumn,16.95
Jeans,Nike Black Jeans M,256,0,19129.2,3,585,Spring,19.17
Shoes,Zara White Shoes XS,135,14,14103.96,4.3,591,Summer,10.79
Outerwear,Levi's Red Outerwear XS,469,63,73926.34,4.6,747,Winter,75.61
Shoes,H&M Yellow Shoes XS,287,44,21494.2,4.6,152,Autumn,233.36
Outerwear,Uniqlo Green Outerwear XL,128,3,17629.04,3.9,596,Winter,10.46
Activewear,Uniqlo Grey Activewear XS,20,3,2969.62,3.4,189,Winter,1.14
Outerwear,Nike Green Outerwear L,351,42,34973.19,4.6,937,Spring,68.8
Activewear,Gucci Grey Activewear XS,29,5,1636.46,3.9,81,Summer,1.93
Tops,Adidas Yellow Tops XL,308,43,44001.09,5,475,Winter,47.56
Accessories,Levi's Green Accessories S,395,72,64569.1,3.8,857,Winter,39.71
Outerwear,Zara Black Outerwear S,368,73,13331.91,4.2,866,Summer,51.84
Dresses,Nike Blue Dresses XL,259,37,23452.87,3.8,31,Spring,29.56
Shoes,Gucci Black Shoes XL,33,3,1436.35,4.9,981,Spring,31.61
Jeans,Prada Pink Jeans S,420,12,24374.64,3.3,593,Summer,83.37
Jeans,Prada White Jeans XL,493,5,13381.22,3.3,291,Spring,49.54
Tops,Levi's Blue Tops M,196,33,29953.78,5,542,Spring,16.12
Tops,Gucci Pink Tops XS,432,32,75720.99,3.1,538,Winter,25.34
Outerwear,H&M White Outerwear M,174,10,3231.61,3.6,989,Autumn,14.01
Dresses,Uniqlo Pink Dresses M,414,12,55619.99,4.5,155,Summer,783.12
Accessories,Nike Blue Accessories L,441,84,6282.39,4,273,Autumn,35.38
Shoes,H&M Pink Shoes S,332,23,41890.84,3.1,109,Autumn,27.54
Dresses,Zara White Dresses XL,238,27,37078.3,4.2,761,Winter,24.86
Shoes,Levi's Pink Shoes XS,39,2,4858.68,4.2,906,Winter,4.61
Accessories,Zara Yellow Accessories M,391,52,59218.25,4.1,116,Autumn,27.29
Activewear,Uniqlo Red Activewear XL,206,34,22141.26,3.4,327,Winter,30.97
Jeans,Nike Blue Jeans L,429,64,53765.94,3.1,501,Spring,30.46
Jeans,Nike Blue Jeans XL,10,2,411.52,4.9,214,Winter,1.37
Activewear,Gucci Grey Activewear XS,75,8,6966.72,4.5,448,Summer,6.71
Activewear,Nike Pink Activewear L,212,12,20380.28,3.4,819,Autumn,32.18
Shoes,Nike Blue Shoes L,426,23,57730.34,4.1,612,Summer,51.89
Shoes,Nike White Shoes XS,407,35,14952.29,3.3,759,Spring,103.25
Tops,Gucci White Tops M,286,57,18657.63,4.9,372,Spring,46.66
Jeans,Gucci Blue Jeans S,465,51,5069.69,4.8,831,Spring,40.86
Shoes,Zara Grey Shoes M,159,10,2726.99,4.3,393,Winter,17.31
Outerwear,Uniqlo Blue Outerwear S,289,27,21814.71,3.1,0,Winter,30.32
Dresses,Nike Grey Dresses XL,388,73,55284.1,3.4,589,Spring,33.23
Tops,Zara White Tops XS,39,7,7141.6,4.3,113,Spring,7.15
Accessories,Zara Grey Accessories XL,352,30,40030.16,3.3,460,Spring,32.61
Jeans,Uniqlo Pink Jeans XL,351,7,40700.13,4.1,789,Spring,65.69
Tops,Levi's White Tops XS,414,49,78089.18,3.6,622,Autumn,91.57
Tops,Gucci White Tops S,266,51,40319.5,3.2,931,Winter,55.04
Tops,Nike Red Tops S,399,18,70792.71,4,996,Spring,53.51
Shoes,H&M Blue Shoes S,484,47,67080.98,3.3,974,Spring,29.68
Dresses,Levi's White Dresses XL,205,26,5948.17,3.5,472,Autumn,103.04
Accessories,Adidas Green Accessories L,246,36,12723.56,4.6,682,Spring,61.22
Jeans,Levi's Black Jeans S,51,8,2234.17,4,564,Spring,6.23
Dresses,Zara Black Dresses L,265,30,34596.11,3.6,318,Autumn,19.67
Shoes,Uniqlo White Shoes XS,455,73,84921.69,4.6,4,Autumn,38.45
Accessories,Zara Red Accessories L,414,14,39072.81,4.6,562,Autumn,48.29
Jeans,Prada Green Jeans L,230,41,13147.08,3,438,Autumn,145.76
Jeans,Uniqlo Red Jeans M,175,32,21917.47,3.5,54,Summer,17.23
Shoes,Zara White Shoes XS,116,2,11827.84,3.4,512,Spring,17.08
Outerwear,Uniqlo Blue Outerwear M,13,1,2295.4,3.3,715,Summer,0.78
Outerwear,H&M Grey Outerwear L,70,13,9038.93,3.8,493,Spring,10.24
Outerwear,Prada Black Outerwear M,489,65,87104.08,4.6,158,Winter,77.95
Jeans,Adidas Pink Jeans L,20,2,1843.38,3.8,539,Winter,2.68
Tops,Nike Red Tops XS,80,4,9316.81,3.9,797,Summer,12.97
Dresses,Prada Black Dresses XS,89,8,16293.42,4.3,1,Summer,17.51
Jeans,Zara Yellow Jeans XS,19,0,3289.79,4.3,727,Winter,5.48
Tops,Zara Yellow Tops XS,420,6,36340.45,3.7,433,Autumn,198.94
Tops,Levi's Black Tops L,402,19,6010.8,3.2,858,Autumn,34.26
Outerwear,Prada Pink Outerwear XL,413,9,66326.65,3.8,775,Spring,67.87
Dresses,Levi's Green Dresses S,15,1,2159.4,4.5,805,Winter,34.05
